,full_name,緯度,経度
3783,北海道札幌市豊平区豊平三条四丁目,43.052481,141.370869
3784,北海道札幌市豊平区豊平三条五丁目,43.051644,141.371779
3785,北海道札幌市豊平区豊平三条六丁目,43.05107,141.373132
3786,北海道札幌市豊平区豊平三条七丁目,43.050325,141.374401
3787,北海道札幌市豊平区豊平三条八丁目,43.049279,141.37578
3788,北海道札幌市豊平区豊平三条九丁目,43.048391,141.377243
3789,北海道札幌市豊平区豊平四条十丁目,43.046729,141.377123
3790,北海道札幌市豊平区豊平四条十一丁目,43.046118,141.378027
3791,北海道札幌市豊平区豊平四条十二丁目,43.045323,141.379427
3792,北海道札幌市豊平区豊平四条十三丁目,43.044404,141.38077
3793,北海道札幌市豊平区豊平四条一丁目,43.054371,141.365517
3794,北海道札幌市豊平区豊平四条二丁目,43.053438,141.367047
3795,北海道札幌市豊平区豊平四条三丁目,43.051581,141.369422
3796,北海道札幌市豊平区豊平四条五丁目,43.050821,141.370847
3797,北海道札幌市豊平区豊平四条六丁目,43.050549,141.3722
3798,北海道札幌市豊平区豊平四条七丁目,43.049442,141.373391
3799,北海道札幌市豊平区豊平四条八丁目,43.048467,141.374241
3800,北海道札幌市豊平区豊平四条九丁目,43.04762,141.375724
3801,北海道札幌市豊平区豊平五条十丁目,43.046156,141.375326
3802,北海道札幌市豊平区豊平五条十一丁目,43.043935,141.376038
3803,北海道札幌市豊平区豊平五条十三丁目,43.043159,141.37847
3804,北海道札幌市豊平区豊平五条一丁目,43.053696,141.365036
3805,北海道札幌市豊平区豊平五条二丁目,43.052478,141.36624
3806,北海道札幌市豊平区豊平五条三丁目,43.051518,141.367074
3807,北海道札幌市豊平区豊平五条五丁目,43.050011,141.370153
3808,北海道札幌市豊平区豊平五条六丁目,43.049484,141.371403
3809,北海道札幌市豊平区豊平五条七丁目,43.048605,141.372325
3810,北海道札幌市豊平区豊平五条八丁目,43.047535,141.373187
3811,北海道札幌市豊平区豊平五条九丁目,43.047011,141.374235
3812,北海道札幌市豊平区豊平六条十丁目,43.045055,141.3744
3813,北海道札幌市豊平区豊平六条二丁目,43.051075,141.365399
3814,北海道札幌市豊平区豊平六条三丁目,43.050338,141.366616
3815,北海道札幌市豊平区豊平六条五丁目,43.04911,141.369362
3816,北海道札幌市豊平区豊平六条六丁目,43.047962,141.370026
3817,北海道札幌市豊平区豊平六条七丁目,43.047664,141.371717
3818,北海道札幌市豊平区豊平六条八丁目,43.046945,141.372543
3819,北海道札幌市豊平区豊平六条九丁目,43.045954,141.373024
3820,北海道札幌市豊平区豊平七条十丁目,43.044258,141.37336
3821,北海道札幌市豊平区豊平七条十三丁目,43.041648,141.377596
3822,北海道札幌市豊平区豊平七条七丁目,43.046335,141.370093
3823,北海道札幌市豊平区豊平七条八丁目,43.046093,141.371722
3824,北海道札幌市豊平区豊平七条九丁目,43.044967,141.371907
3825,北海道札幌市豊平区豊平八条十丁目,43.043438,141.371974
3826,北海道札幌市豊平区豊平八条十一丁目,43.043196,141.373453
3827,北海道札幌市豊平区豊平八条十二丁目,43.041951,141.375769
3828,北海道札幌市豊平区豊平八条十三丁目,43.040669,141.376432
3829,北海道札幌市豊平区豊平八条八丁目,43.044573,141.370165
3830,北海道札幌市豊平区豊平八条九丁目,43.044378,141.371358
3831,北海道札幌市豊平区豊平九条九丁目,43.042855,141.370658
3832,北海道札幌市豊平区中の島,43.026451,141.354002
3833,北海道札幌市豊平区中の島一条十丁目,43.021604,141.35508
3834,北海道札幌市豊平区中の島一条十一丁目,43.019841,141.35488
3835,北海道札幌市豊平区中の島一条十二丁目,43.019062,141.355706
3836,北海道札幌市豊平区中の島一条十三丁目,43.017331,141.355419
3837,北海道札幌市豊平区中の島一条十四丁目,43.015812,141.355134
3838,北海道札幌市豊平区中の島一条一丁目,43.039073,141.360488
3839,北海道札幌市豊平区中の島一条二丁目,43.037625,141.359005
3840,北海道札幌市豊平区中の島一条三丁目,43.035805,141.358252
3841,北海道札幌市豊平区中の島一条四丁目,43.033364,141.358301
3842,北海道札幌市豊平区中の島一条五丁目,43.031253,141.358834
3843,北海道札幌市豊平区中の島一条六丁目,43.029329,141.357729
3844,北海道札幌市豊平区中の島一条七丁目,43.027177,141.3565
3845,北海道札幌市豊平区中の島一条八丁目,43.025425,141.356078
3846,北海道札幌市豊平区中の島一条九丁目,43.023379,141.355515
3847,北海道札幌市豊平区中の島二条十丁目,43.021755,141.357966
3848,北海道札幌市豊平区中の島二条十一丁目,43.020661,141.357428
3849,北海道札幌市豊平区中の島二条十二丁目,43.019474,141.357459
3850,北海道札幌市豊平区中の島二条一丁目,43.037705,141.36343
3851,北海道札幌市豊平区中の島二条二丁目,43.036202,141.361948
3852,北海道札幌市豊平区中の島二条三丁目,43.034502,141.361194
3853,北海道札幌市豊平区中の島二条四丁目,43.032871,141.360675
3854,北海道札幌市豊平区中の島二条五丁目,43.031062,141.36098
3855,北海道札幌市豊平区中の島二条六丁目,43.028839,141.360627
3856,北海道札幌市豊平区中の島二条七丁目,43.02667,141.359779
3857,北海道札幌市豊平区中の島二条八丁目,43.025057,141.358956
3858,北海道札幌市豊平区中の島二条九丁目,43.023238,141.358199
3859,北海道札幌市豊平区西岡,42.959718,141.380158
3860,北海道札幌市豊平区西岡一条十丁目,43.005679,141.376726
3861,北海道札幌市豊平区西岡一条十一丁目,43.003395,141.375903
3862,北海道札幌市豊平区西岡一条二丁目,43.022265,141.383505
3863,北海道札幌市豊平区西岡一条三丁目,43.020164,141.382307
3864,北海道札幌市豊平区西岡一条四丁目,43.017497,141.381118
3865,北海道札幌市豊平区西岡一条五丁目,43.015802,141.380204
3866,北海道札幌市豊平区西岡一条六丁目,43.014206,141.37969
3867,北海道札幌市豊平区西岡一条七丁目,43.01198,141.3787
3868,北海道札幌市豊平区西岡一条八丁目,43.009637,141.378474
3869,北海道札幌市豊平区西岡一条九丁目,43.007345,141.378625
3870,北海道札幌市豊平区西岡二条十丁目,43.003921,141.379511
3871,北海道札幌市豊平区西岡二条十一丁目,43.001091,141.377947
3872,北海道札幌市豊平区西岡二条十二丁目,42.998286,141.376233
3873,北海道札幌市豊平区西岡二条十三丁目,42.996442,141.374838
3874,北海道札幌市豊平区西岡二条十四丁目,42.993277,141.37418
3875,北海道札幌市豊平区西岡二条一丁目,43.022921,141.387029
3876,北海道札幌市豊平区西岡二条二丁目,43.021016,141.385303
3877,北海道札幌市豊平区西岡二条三丁目,43.019527,141.384403
3878,北海道札幌市豊平区西岡二条四丁目,43.017569,141.384055
3879,北海道札幌市豊平区西岡二条五丁目,43.015592,141.383632
3880,北海道札幌市豊平区西岡二条六丁目,43.013453,141.383063
3881,北海道札幌市豊平区西岡二条七丁目,43.011409,141.381818
3882,北海道札幌市豊平区西岡二条八丁目,43.008485,141.381054
3883,北海道札幌市豊平区西岡二条九丁目,43.005823,141.381524
3884,北海道札幌市豊平区西岡三条十丁目,43.002333,141.381959
3885,北海道札幌市豊平区西岡三条十一丁目,42.999459,141.380188
3886,北海道札幌市豊平区西岡三条十二丁目,42.997362,141.378047
3887,北海道札幌市豊平区西岡三条十三丁目,42.995464,141.375979
3888,北海道札幌市豊平区西岡三条一丁目,43.022249,141.389615
3889,北海道札幌市豊平区西岡三条二丁目,43.020456,141.38815
3890,北海道札幌市豊平区西岡三条三丁目,43.018551,141.387554
3891,北海道札幌市豊平区西岡三条四丁目,43.017306,141.386919
3892,北海道札幌市豊平区西岡三条五丁目,43.01511,141.386625
3893,北海道札幌市豊平区西岡三条六丁目,43.013326,141.386405
3894,北海道札幌市豊平区西岡三条七丁目,43.010894,141.385092
3895,北海道札幌市豊平区西岡三条八丁目,43.007701,141.384498
3896,北海道札幌市豊平区西岡三条九丁目,43.004515,141.383548
3897,北海道札幌市豊平区西岡四条十丁目,43.000493,141.384798
3898,北海道札幌市豊平区西岡四条十一丁目,42.998663,141.382243
3899,北海道札幌市豊平区西岡四条十二丁目,42.996381,141.380032
3900,北海道札幌市豊平区西岡四条十三丁目,42.993899,141.378156
3901,北海道札幌市豊平区西岡四条十四丁目,42.991508,141.3755
3902,北海道札幌市豊平区西岡四条一丁目,43.022571,141.393397
3903,北海道札幌市豊平区西岡四条二丁目,43.019945,141.391851
3904,北海道札幌市豊平区西岡四条三丁目,43.018313,141.389735
3905,北海道札幌市豊平区西岡四条四丁目,43.015593,141.390574
3906,北海道札幌市豊平区西岡四条五丁目,43.014074,141.390272
3907,北海道札幌市豊平区西岡四条六丁目,43.012405,141.389789
3908,北海道札幌市豊平区西岡四条七丁目,43.010654,141.38881
3909,北海道札幌市豊平区西岡四条八丁目,43.007505,141.38761
3910,北海道札幌市豊平区西岡四条九丁目,43.003481,141.386274
3911,北海道札幌市豊平区西岡五条十一丁目,42.997339,141.385051
3912,北海道札幌市豊平区西岡五条十二丁目,42.995058,141.382974
3913,北海道札幌市豊平区西岡五条十三丁目,42.992687,141.381626
3914,北海道札幌市豊平区西岡五条十四丁目,42.98958,141.377894
3915,北海道札幌市豊平区西岡五条十五丁目,42.987328,141.375586
3916,北海道札幌市豊平区西岡五条一丁目,43.02164,141.396425
3917,北海道札幌市豊平区西岡五条二丁目,43.020501,141.394244
3918,北海道札幌市豊平区西岡五条三丁目,43.017265,141.393028
3919,北海道札幌市豊平区羊ケ丘,42.993264,141.400331
3920,北海道札幌市豊平区平岸一条十丁目,43.031251,141.364024
3921,北海道札幌市豊平区平岸一条十一丁目,43.029452,141.36408
3922,北海道札幌市豊平区平岸一条十二丁目,43.028043,141.363645
3923,北海道札幌市豊平区平岸一条十三丁目,43.026597,141.362884
3924,北海道札幌市豊平区平岸一条十四丁目,43.02577,141.362601
3925,北海道札幌市豊平区平岸一条十五丁目,43.024841,141.362534
3926,北海道札幌市豊平区平岸一条十六丁目,43.02339,141.362035
3927,北海道札幌市豊平区平岸一条十七丁目,43.021989,141.36097
3928,北海道札幌市豊平区平岸一条十八丁目,43.021242,141.363269
3929,北海道札幌市豊平区平岸一条十九丁目,43.020334,141.361838
3930,北海道札幌市豊平区平岸一条一丁目,43.042028,141.363488
3931,北海道札幌市豊平区平岸一条二十丁目,43.019665,141.35904
3932,北海道札幌市豊平区平岸一条二十一丁目,43.01729,141.357533
3933,北海道札幌市豊平区平岸一条二十二丁目,43.015145,141.357311
3934,北海道札幌市豊平区平岸一条二十三丁目,43.01343,141.354898
3935,北海道札幌市豊平区平岸一条二丁目,43.040858,141.364079
3936,北海道札幌市豊平区平岸一条三丁目,43.039992,141.362201
3937,北海道札幌市豊平区平岸一条四丁目,43.039615,141.365493
3938,北海道札幌市豊平区平岸一条五丁目,43.038449,141.365229
3939,北海道札幌市豊平区平岸一条六丁目,43.03656,141.366064
3940,北海道札幌市豊平区平岸一条七丁目,43.035322,141.364584
3941,北海道札幌市豊平区平岸一条八丁目,43.03373,141.364376
3942,北海道札幌市豊平区平岸一条九丁目,43.031987,141.364093
3943,北海道札幌市豊平区平岸二条十丁目,43.030419,141.367076
3944,北海道札幌市豊平区平岸二条十一丁目,43.029325,141.366847
3945,北海道札幌市豊平区平岸二条十二丁目,43.028278,141.367005
3946,北海道札幌市豊平区平岸二条十三丁目,43.027389,141.366571
3947,北海道札幌市豊平区平岸二条十四丁目,43.025913,141.366345
3948,北海道札幌市豊平区平岸二条十五丁目,43.024239,141.365632
3949,北海道札幌市豊平区平岸二条十六丁目,43.023481,141.366363
3950,北海道札幌市豊平区平岸二条十七丁目,43.021483,141.365832
3951,北海道札幌市豊平区平岸二条十八丁目,43.020074,141.365621
3952,北海道札幌市豊平区平岸二条一丁目,43.042245,141.36823
3953,北海道札幌市豊平区平岸二条二丁目,43.041308,141.368266
3954,北海道札幌市豊平区平岸二条三丁目,43.039858,141.368388
3955,北海道札幌市豊平区平岸二条四丁目,43.038175,141.368293
3956,北海道札幌市豊平区平岸二条五丁目,43.037439,141.368726
3957,北海道札幌市豊平区平岸二条六丁目,43.036376,141.368733
3958,北海道札幌市豊平区平岸二条七丁目,43.035175,141.367795
3959,北海道札幌市豊平区平岸二条八丁目,43.03392,141.367504
3960,北海道札幌市豊平区平岸二条九丁目,43.03204,141.367234
3961,北海道札幌市豊平区平岸三条十丁目,43.030424,141.370374
3962,北海道札幌市豊平区平岸三条十一丁目,43.029428,141.370182
3963,北海道札幌市豊平区平岸三条十二丁目,43.028453,141.369998
3964,北海道札幌市豊平区平岸三条十三丁目,43.027194,141.369719
3965,北海道札幌市豊平区平岸三条十四丁目,43.025989,141.369512
3966,北海道札幌市豊平区平岸三条十五丁目,43.02491,141.369151
3967,北海道札幌市豊平区平岸三条十六丁目,43.02366,141.368403
3968,北海道札幌市豊平区平岸三条十七丁目,43.021979,141.368715
3969,北海道札幌市豊平区平岸三条十八丁目,43.020152,141.36883
3970,北海道札幌市豊平区平岸三条一丁目,43.041969,141.371189
3971,北海道札幌市豊平区平岸三条二丁目,43.041015,141.371309
3972,北海道札幌市豊平区平岸三条三丁目,43.03964,141.371465
3973,北海道札幌市豊平区平岸三条四丁目,43.038513,141.37159
3974,北海道札幌市豊平区平岸三条五丁目,43.037397,141.371583
3975,北海道札幌市豊平区平岸三条六丁目,43.036364,141.371472
3976,北海道札幌市豊平区平岸三条七丁目,43.035189,141.371271
3977,北海道札幌市豊平区平岸三条八丁目,43.033602,141.371338
3978,北海道札幌市豊平区平岸三条九丁目,43.031941,141.370677
3979,北海道札幌市豊平区平岸四条十丁目,43.030513,141.374359
3980,北海道札幌市豊平区平岸四条十一丁目,43.029223,141.374093
3981,北海道札幌市豊平区平岸四条十二丁目,43.028012,141.373916
3982,北海道札幌市豊平区平岸四条十三丁目,43.026684,141.373778
3983,北海道札幌市豊平区平岸四条十四丁目,43.025383,141.373632
3984,北海道札幌市豊平区平岸四条十五丁目,43.024556,141.371703
3985,北海道札幌市豊平区平岸四条十六丁目,43.023625,141.370999
3986,北海道札幌市豊平区平岸四条十七丁目,43.022125,141.371234
3987,北海道札幌市豊平区平岸四条十八丁目,43.019544,141.371362
3988,北海道札幌市豊平区平岸四条一丁目,43.042083,141.373671
3989,北海道札幌市豊平区平岸四条二丁目,43.040831,141.374006
3990,北海道札幌市豊平区平岸四条三丁目,43.039749,141.374293
3991,北海道札幌市豊平区平岸四条四丁目,43.038635,141.374608
3992,北海道札幌市豊平区平岸四条五丁目,43.037467,141.374798
3993,北海道札幌市豊平区平岸四条六丁目,43.036668,141.374751
3994,北海道札幌市豊平区平岸四条七丁目,43.035197,141.374871
3995,北海道札幌市豊平区平岸四条八丁目,43.033582,141.37484
3996,北海道札幌市豊平区平岸四条九丁目,43.031976,141.374669
3997,北海道札幌市豊平区平岸五条十丁目,43.030623,141.378087
3998,北海道札幌市豊平区平岸五条十一丁目,43.029115,141.377248
3999,北海道札幌市豊平区平岸五条十二丁目,43.027688,141.377208
4000,北海道札幌市豊平区平岸五条十三丁目,43.026024,141.377481
4001,北海道札幌市豊平区平岸五条十四丁目,43.024608,141.377386
4002,北海道札幌市豊平区平岸五条十五丁目,43.021298,141.374956
4003,北海道札幌市豊平区平岸五条十八丁目,43.017229,141.374768
4004,北海道札幌市豊平区平岸五条十九丁目,43.015758,141.374348
4005,北海道札幌市豊平区平岸五条六丁目,43.036796,141.37766
4006,北海道札幌市豊平区平岸五条七丁目,43.035257,141.377993
4007,北海道札幌市豊平区平岸五条八丁目,43.033567,141.377956
4008,北海道札幌市豊平区平岸五条九丁目,43.032194,141.377975
4009,北海道札幌市豊平区平岸六条十丁目,43.030965,141.38046
4010,北海道札幌市豊平区平岸六条十一丁目,43.029459,141.379662
4011,北海道札幌市豊平区平岸六条十二丁目,43.027995,141.379871
4012,北海道札幌市豊平区平岸六条十三丁目,43.025728,141.379926
4013,北海道札幌市豊平区平岸六条十四丁目,43.024021,141.379441
4014,北海道札幌市豊平区平岸六条十五丁目,43.023162,141.378637
4015,北海道札幌市豊平区平岸六条十六丁目,43.02195,141.378857
4016,北海道札幌市豊平区平岸六条十七丁目,43.019329,141.378095
4017,北海道札幌市豊平区平岸六条九丁目,43.032464,141.379895
4018,北海道札幌市豊平区平岸七条十二丁目,43.027595,141.382057
4019,北海道札幌市豊平区平岸七条十三丁目,43.026164,141.381788
4020,北海道札幌市豊平区平岸七条十四丁目,43.023481,141.383106
4021,北海道札幌市豊平区平岸七条十五丁目,43.02302,141.380945
4022,北海道札幌市豊平区平岸七条十六丁目,43.020662,141.380291
4023,北海道札幌市豊平区平岸七条十七丁目,43.018691,141.379195
4024,北海道札幌市豊平区平岸七条十八丁目,43.017133,141.378366
4025,北海道札幌市豊平区平岸七条十九丁目,43.015395,141.377343
4026,北海道札幌市豊平区平岸八条十二丁目,43.027449,141.384314
4027,北海道札幌市豊平区平岸八条十三丁目,43.025009,141.384179
4028,北海道札幌市豊平区福住一条一丁目,43.021452,141.401407
4029,北海道札幌市豊平区福住一条二丁目,43.019503,141.399915
4030,北海道札幌市豊平区福住一条三丁目,43.01811,141.397527
4031,北海道札幌市豊平区福住一条四丁目,43.016576,141.395862
4032,北海道札幌市豊平区福住一条五丁目,43.014735,141.394175
4033,北海道札幌市豊平区福住一条六丁目,43.012667,141.393802
4034,北海道札幌市豊平区福住一条七丁目,43.010097,141.391602
4035,北海道札幌市豊平区福住一条八丁目,43.008168,141.390467
4036,北海道札幌市豊平区福住一条九丁目,43.006028,141.388978
4037,北海道札幌市豊平区福住二条十丁目,43.003286,141.389379
4038,北海道札幌市豊平区福住二条十一丁目,43.001495,141.388241
4039,北海道札幌市豊平区福住二条一丁目,43.019842,141.403744
4040,北海道札幌市豊平区福住二条二丁目,43.017765,141.402631
4041,北海道札幌市豊平区福住二条三丁目,43.016508,141.402179
4042,北海道札幌市豊平区福住二条四丁目,43.015556,141.399716
4043,北海道札幌市豊平区福住二条五丁目,43.013563,141.39822
4044,北海道札幌市豊平区福住二条六丁目,43.012187,141.396781
4045,北海道札幌市豊平区福住二条七丁目,43.009894,141.395062
4046,北海道札幌市豊平区福住二条八丁目,43.00743,141.392939
4047,北海道札幌市豊平区福住二条九丁目,43.005196,141.391025
4048,北海道札幌市豊平区福住三条十丁目,43.001886,141.391219
4049,北海道札幌市豊平区福住三条十一丁目,43.000265,141.389478
4050,北海道札幌市豊平区福住三条十二丁目,42.999242,141.388055
4051,北海道札幌市豊平区福住三条一丁目,43.01786,141.406494
4052,北海道札幌市豊平区福住三条二丁目,43.016269,141.405719
4053,北海道札幌市豊平区福住三条三丁目,43.014946,141.404017
4054,北海道札幌市豊平区福住三条四丁目,43.014074,141.402899
4055,北海道札幌市豊平区福住三条五丁目,43.012999,141.401845
4056,北海道札幌市豊平区福住三条六丁目,43.011635,141.400437
4057,北海道札幌市豊平区福住三条七丁目,43.009657,141.398555
4058,北海道札幌市豊平区福住三条八丁目,43.0066,141.395563
4059,北海道札幌市豊平区福住三条九丁目,43.003934,141.393093
4060,北海道札幌市豊平区美園十条四丁目,43.036732,141.380034
4061,北海道札幌市豊平区美園十条五丁目,43.035809,141.381768
4062,北海道札幌市豊平区美園十条六丁目,43.034945,141.383116
4063,北海道札幌市豊平区美園十条七丁目,43.033782,141.383967
4064,北海道札幌市豊平区美園十条八丁目,43.032787,141.386208
4065,北海道札幌市豊平区美園十一条四丁目,43.035577,141.379819
4066,北海道札幌市豊平区美園十一条五丁目,43.035063,141.381019
4067,北海道札幌市豊平区美園十一条六丁目,43.034201,141.381926
4068,北海道札幌市豊平区美園十一条七丁目,43.033064,141.383025
4069,北海道札幌市豊平区美園十一条八丁目,43.031828,141.385408
4070,北海道札幌市豊平区美園十二条六丁目,43.033203,141.380648
4071,北海道札幌市豊平区美園十二条七丁目,43.031076,141.382333
4072,北海道札幌市豊平区美園十二条八丁目,43.029695,141.384001
4073,北海道札幌市豊平区美園一条一丁目,43.046295,141.38509
4074,北海道札幌市豊平区美園一条二丁目,43.045591,141.38631
4075,北海道札幌市豊平区美園一条三丁目,43.044704,141.387334
4076,北海道札幌市豊平区美園一条四丁目,43.044135,141.388805
4077,北海道札幌市豊平区美園一条五丁目,43.043324,141.389952
4078,北海道札幌市豊平区美園一条六丁目,43.042755,141.391564
4079,北海道札幌市豊平区美園一条七丁目,43.041988,141.392895
4080,北海道札幌市豊平区美園一条八丁目,43.041294,141.39388
4081,北海道札幌市豊平区美園二条一丁目,43.045299,141.383664
4082,北海道札幌市豊平区美園二条二丁目,43.0444,141.385147
4083,北海道札幌市豊平区美園二条三丁目,43.043728,141.386324
4084,北海道札幌市豊平区美園二条四丁目,43.042948,141.387539
4085,北海道札幌市豊平区美園二条五丁目,43.042398,141.388722
4086,北海道札幌市豊平区美園二条六丁目,43.04174,141.390407
4087,北海道札幌市豊平区美園二条七丁目,43.041075,141.391854
4088,北海道札幌市豊平区美園二条八丁目,43.040429,141.39293
4089,北海道札幌市豊平区美園三条一丁目,43.044411,141.382593
4090,北海道札幌市豊平区美園三条二丁目,43.043583,141.384014
4091,北海道札幌市豊平区美園三条三丁目,43.042769,141.385222
4092,北海道札幌市豊平区美園三条四丁目,43.042081,141.386614
4093,北海道札幌市豊平区美園三条五丁目,43.041323,141.387663
4094,北海道札幌市豊平区美園三条六丁目,43.040476,141.38901
4095,北海道札幌市豊平区美園三条七丁目,43.040097,141.390748
4096,北海道札幌市豊平区美園三条八丁目,43.039189,141.39156
4097,北海道札幌市豊平区美園四条一丁目,43.043519,141.381564
4098,北海道札幌市豊平区美園四条二丁目,43.042608,141.383062
4099,北海道札幌市豊平区美園四条三丁目,43.041869,141.38427
4100,北海道札幌市豊平区美園四条四丁目,43.041093,141.38554
4101,北海道札幌市豊平区美園四条五丁目,43.040427,141.38665
4102,北海道札幌市豊平区美園四条六丁目,43.039476,141.387969
4103,北海道札幌市豊平区美園四条七丁目,43.038969,141.38967
4104,北海道札幌市豊平区美園四条八丁目,43.038106,141.390666
4105,北海道札幌市豊平区美園五条一丁目,43.042597,141.380748
4106,北海道札幌市豊平区美園五条二丁目,43.041865,141.382024
4107,北海道札幌市豊平区美園五条三丁目,43.04101,141.383469
4108,北海道札幌市豊平区美園五条四丁目,43.040256,141.384705
4109,北海道札幌市豊平区美園五条五丁目,43.039621,141.385759
4110,北海道札幌市豊平区美園五条六丁目,43.038811,141.387082
4111,北海道札幌市豊平区美園五条七丁目,43.037817,141.388726
4112,北海道札幌市豊平区美園五条八丁目,43.037178,141.390003
4113,北海道札幌市豊平区美園六条一丁目,43.041912,141.379955
4114,北海道札幌市豊平区美園六条二丁目,43.041176,141.381234
4115,北海道札幌市豊平区美園六条三丁目,43.040269,141.38277
4116,北海道札幌市豊平区美園六条四丁目,43.039394,141.383823
4117,北海道札幌市豊平区美園六条五丁目,43.03883,141.384901
4118,北海道札幌市豊平区美園六条六丁目,43.038014,141.386295
4119,北海道札幌市豊平区美園六条七丁目,43.037205,141.387463
4120,北海道札幌市豊平区美園六条八丁目,43.036158,141.389902
4121,北海道札幌市豊平区美園七条一丁目,43.041234,141.379158
4122,北海道札幌市豊平区美園七条二丁目,43.040416,141.380119
4123,北海道札幌市豊平区美園七条三丁目,43.039335,141.382215
4124,北海道札幌市豊平区美園七条四丁目,43.038494,141.383157
4125,北海道札幌市豊平区美園七条五丁目,43.037972,141.384041
4126,北海道札幌市豊平区美園七条六丁目,43.037178,141.385381
4127,北海道札幌市豊平区美園七条七丁目,43.036343,141.386985
4128,北海道札幌市豊平区美園七条八丁目,43.035442,141.388843
4129,北海道札幌市豊平区美園八条一丁目,43.04028,141.377667
4130,北海道札幌市豊平区美園八条二丁目,43.03956,141.378951
4131,北海道札幌市豊平区美園八条三丁目,43.038533,141.381245
4132,北海道札幌市豊平区美園八条四丁目,43.037674,141.382465
4133,北海道札幌市豊平区美園八条五丁目,43.037179,141.383216
4134,北海道札幌市豊平区美園八条六丁目,43.036395,141.384538
4135,北海道札幌市豊平区美園八条七丁目,43.035218,141.386434
4136,北海道札幌市豊平区美園八条八丁目,43.03453,141.388127
4137,北海道札幌市豊平区美園九条一丁目,43.039112,141.376679
4138,北海道札幌市豊平区美園九条二丁目,43.0379,141.377488
4139,北海道札幌市豊平区美園九条三丁目,43.038013,141.379982
4140,北海道札幌市豊平区美園九条四丁目,43.037156,141.381253
4141,北海道札幌市豊平区美園九条五丁目,43.036579,141.382278
4142,北海道札幌市豊平区美園九条六丁目,43.035701,141.383782
4143,北海道札幌市豊平区美園九条七丁目,43.034571,141.385126
4144,北海道札幌市豊平区美園九条八丁目,43.033646,141.387149
4145,北海道札幌市南区石山,42.946783,141.328331
4146,北海道札幌市南区石山一条一丁目,42.979022,141.343076
4147,北海道札幌市南区石山一条二丁目,42.973293,141.341311
4148,北海道札幌市南区石山一条三丁目,42.969534,141.336055
4149,北海道札幌市南区石山一条四丁目,42.966106,141.328872
4150,北海道札幌市南区石山一条五丁目,42.9647,141.326203
4151,北海道札幌市南区石山一条六丁目,42.964707,141.323503
4152,北海道札幌市南区石山一条七丁目,42.964152,141.319956
4153,北海道札幌市南区石山一条八丁目,42.963533,141.316726
4154,北海道札幌市南区石山一条九丁目,42.963114,141.314993
4155,北海道札幌市南区石山二条二丁目,42.969827,141.339175
4156,北海道札幌市南区石山二条三丁目,42.967298,141.335824
4157,北海道札幌市南区石山二条四丁目,42.964557,141.329123
4158,北海道札幌市南区石山二条五丁目,42.962808,141.326462
4159,北海道札幌市南区石山二条六丁目,42.96154,141.323822
4160,北海道札幌市南区石山二条七丁目,42.960681,141.32094
4161,北海道札幌市南区石山二条八丁目,42.960126,141.318405
4162,北海道札幌市南区石山二条九丁目,42.959764,141.314883
4163,北海道札幌市南区石山三条五丁目,42.960791,141.328139
4164,北海道札幌市南区石山三条六丁目,42.959126,141.324773
4165,北海道札幌市南区石山三条七丁目,42.958162,141.321663
4166,北海道札幌市南区石山三条八丁目,42.957335,141.319389
4167,北海道札幌市南区石山四条六丁目,42.956187,141.323889
4168,北海道札幌市南区石山東一丁目,42.972462,141.345108
4169,北海道札幌市南区石山東二丁目,42.968908,141.344474
4170,北海道札幌市南区石山東三丁目,42.966776,141.34465
4171,北海道札幌市南区石山東四丁目,42.963424,141.344544
4172,北海道札幌市南区石山東五丁目,42.960577,141.344776
4173,北海道札幌市南区石山東六丁目,42.957763,141.344714
4174,北海道札幌市南区石山東七丁目,42.95389,141.34446
4175,北海道札幌市南区硬石山,42.973435,141.315639
4176,北海道札幌市南区川沿十条一丁目,42.984021,141.336837
4177,北海道札幌市南区川沿十条二丁目,42.983369,141.334137
4178,北海道札幌市南区川沿十条三丁目,42.983295,141.331583
4179,北海道札幌市南区川沿十一条一丁目,42.982255,141.337077
4180,北海道札幌市南区川沿十一条二丁目,42.982308,141.334829
4181,北海道札幌市南区川沿十一条三丁目,42.98153,141.32941
4182,北海道札幌市南区川沿十二条一丁目,42.98092,141.338094
4183,北海道札幌市南区川沿十二条二丁目,42.980777,141.334753
4184,北海道札幌市南区川沿十二条三丁目,42.980623,141.331945
4185,北海道札幌市南区川沿十二条四丁目,42.979678,141.329482
4186,北海道札幌市南区川沿十二条五丁目,42.979372,141.327561
4187,北海道札幌市南区川沿十三条一丁目,42.979169,141.338338
4188,北海道札幌市南区川沿十三条二丁目,42.97904,141.335068
4189,北海道札幌市南区川沿十三条三丁目,42.979138,141.332135
4190,北海道札幌市南区川沿十四条一丁目,42.977279,141.338064
4191,北海道札幌市南区川沿十四条二丁目,42.977959,141.335205
4192,北海道札幌市南区川沿十五条一丁目,42.975412,141.337052
4193,北海道札幌市南区川沿十五条二丁目,42.977035,141.333914
4194,北海道札幌市南区川沿十六条一丁目,42.97411,141.336307
4195,北海道札幌市南区川沿十六条二丁目,42.975204,141.333553
4196,北海道札幌市南区川沿十七条一丁目,42.972353,141.335153
4197,北海道札幌市南区川沿十七条二丁目,42.974064,141.332793
4198,北海道札幌市南区川沿十八条一丁目,42.970864,141.333096
