,郵便番号,full_name
1893,0900812,北海道北見市南仲町
1894,0900806,北海道北見市南町
1895,0900070,北海道北見市美山町西
1896,0900069,北海道北見市美山町東
1897,0900068,北海道北見市美山町南
1898,0900064,北海道北見市美芳町
1899,0900825,北海道北見市無加川町
1900,0900818,北海道北見市本町
1901,0900037,北海道北見市山下町
1902,0900005,北海道北見市大和
1903,0910029,北海道北見市留辺蘂町旭１区
1904,0910028,北海道北見市留辺蘂町旭３区
1905,0910025,北海道北見市留辺蘂町旭北
1906,0910026,北海道北見市留辺蘂町旭公園
1907,0910023,北海道北見市留辺蘂町旭中央
1908,0910027,北海道北見市留辺蘂町旭西
1909,0910022,北海道北見市留辺蘂町旭東
1910,0910024,北海道北見市留辺蘂町旭南
1911,0910002,北海道北見市留辺蘂町東町
1912,0910011,北海道北見市留辺蘂町泉
1913,0910031,北海道北見市留辺蘂町大富
1914,0910170,北海道北見市留辺蘂町温根湯温泉
1915,0910021,北海道北見市留辺蘂町金華
1916,0910004,北海道北見市留辺蘂町上町
1917,0910156,北海道北見市留辺蘂町川北
1918,0910161,北海道北見市留辺蘂町厚和
1919,0910033,北海道北見市留辺蘂町栄町
1920,0910151,北海道北見市留辺蘂町昭栄
1921,0910163,北海道北見市留辺蘂町滝の湯
1922,0910007,北海道北見市留辺蘂町富岡
1923,0910032,北海道北見市留辺蘂町豊金
1924,0910003,北海道北見市留辺蘂町仲町
1925,0910157,北海道北見市留辺蘂町花丘
1926,0910018,北海道北見市留辺蘂町花園
1927,0910154,北海道北見市留辺蘂町平里
1928,0910162,北海道北見市留辺蘂町富士見
1929,0910153,北海道北見市留辺蘂町松山
1930,0910016,北海道北見市留辺蘂町丸山
1931,0910017,北海道北見市留辺蘂町瑞穂
1932,0910008,北海道北見市留辺蘂町宮下町
1933,0910001,北海道北見市留辺蘂町元町
1934,0910155,北海道北見市留辺蘂町大和
1935,0900057,北海道北見市若葉
1936,0900808,北海道北見市若松
1937,0680400,北海道夕張市以下に掲載がない場合
1938,0680405,北海道夕張市旭町
1939,0680754,北海道夕張市楓
1940,0680662,北海道夕張市鹿島明石町
1941,0680673,北海道夕張市鹿島栄町
1942,0680661,北海道夕張市鹿島白金
1943,0680665,北海道夕張市鹿島宝町
1944,0680663,北海道夕張市鹿島千年町
1945,0680664,北海道夕張市鹿島錦町
1946,0680672,北海道夕張市鹿島富士見町
1947,0680675,北海道夕張市鹿島北栄町
1948,0680671,北海道夕張市鹿島緑町
1949,0680674,北海道夕張市鹿島代々木町
1950,0680413,北海道夕張市鹿の谷
1951,0680412,北海道夕張市鹿の谷東丘町
1952,0680414,北海道夕張市鹿の谷山手町
1953,0680531,北海道夕張市清水沢
1954,0680532,北海道夕張市清水沢清栄町
1955,0680533,北海道夕張市清水沢清湖町
1956,0680535,北海道夕張市清水沢清陵町
1957,0680534,北海道夕張市清水沢宮前町
1958,0680402,北海道夕張市社光
1959,0680404,北海道夕張市昭和
1960,0680411,北海道夕張市末広
1961,0680406,北海道夕張市住初
1962,0680401,北海道夕張市高松
1963,0680756,北海道夕張市滝ノ上
1964,0680424,北海道夕張市千代田
1965,0680409,北海道夕張市丁未
1966,0680421,北海道夕張市常盤
1967,0680408,北海道夕張市富岡
1968,0680426,北海道夕張市富野
1969,0680546,北海道夕張市南部青葉町
1970,0680545,北海道夕張市南部東町
1971,0680541,北海道夕張市南部遠幌町
1972,0680544,北海道夕張市南部大宮町
1973,0680546,北海道夕張市南部菊水町
1974,0680548,北海道夕張市南部幌南町
1975,0680547,北海道夕張市南部新光町
1976,0680540,北海道夕張市南部住の江町
1977,0680549,北海道夕張市南部岳見町
1978,0680542,北海道夕張市南部夕南町
1979,0680543,北海道夕張市南部若美町
1980,0680751,北海道夕張市沼ノ沢
1981,0680753,北海道夕張市登川
1982,0680422,北海道夕張市日吉
1983,0680407,北海道夕張市福住
1984,0680423,北海道夕張市平和
1985,0680403,北海道夕張市本町
1986,0680752,北海道夕張市真谷地
1987,0680536,北海道夕張市南清水沢
1988,0680755,北海道夕張市紅葉山
1989,0680425,北海道夕張市若菜
1990,0680000,北海道岩見沢市以下に掲載がない場合
1991,0683185,北海道岩見沢市朝日町
1992,0680035,北海道岩見沢市有明町中央
1993,0680034,北海道岩見沢市有明町南
1994,0790183,北海道岩見沢市大願町
1995,0790181,北海道岩見沢市岡山町
1996,0690384,北海道岩見沢市御茶の水町
1997,0680829,北海道岩見沢市かえで町
1998,0680827,北海道岩見沢市春日町
1999,0680847,北海道岩見沢市金子町
2000,0680836,北海道岩見沢市上志文町
2001,0690361,北海道岩見沢市上幌向北一条
2002,0690362,北海道岩見沢市上幌向南一条
2003,0690363,北海道岩見沢市上幌向南二条
2004,0690364,北海道岩見沢市上幌向南三条
2005,0690365,北海道岩見沢市上幌向町
2006,0680057,北海道岩見沢市北本町東
2007,0680053,北海道岩見沢市北本町西
2008,0680041,北海道岩見沢市北一条西
2009,0680042,北海道岩見沢市北二条西
2010,0680043,北海道岩見沢市北三条西
2011,0680044,北海道岩見沢市北四条西
2012,0680045,北海道岩見沢市北五条西
2013,0680061,北海道岩見沢市北六条西
2014,0681213,北海道岩見沢市北村赤川
2015,0681203,北海道岩見沢市北村大願
2016,0681204,北海道岩見沢市北村栄町
2017,0690351,北海道岩見沢市北村砂浜
2018,0681212,北海道岩見沢市北村中央
2019,0681205,北海道岩見沢市北村豊里
2020,0681202,北海道岩見沢市北村中小屋
2021,0681214,北海道岩見沢市北村美唄達布
2022,0681201,北海道岩見沢市北村豊正
2023,0681161,北海道岩見沢市北村北都（新中島）
2024,0681211,北海道岩見沢市北村北都（その他）
2025,0681215,北海道岩見沢市北村幌達布
2026,0680106,北海道岩見沢市栗沢町越前
2027,0680112,北海道岩見沢市栗沢町上幌
2028,0680133,北海道岩見沢市栗沢町加茂川
2029,0680122,北海道岩見沢市栗沢町北幸穂
2030,0680121,北海道岩見沢市栗沢町北本町
2031,0680135,北海道岩見沢市栗沢町岐阜
2032,0680134,北海道岩見沢市栗沢町栗丘
2033,0680102,北海道岩見沢市栗沢町栗部
2034,0680104,北海道岩見沢市栗沢町耕成
2035,0680131,北海道岩見沢市栗沢町小西
2036,0680124,北海道岩見沢市栗沢町幸穂町
2037,0680105,北海道岩見沢市栗沢町自協
2038,0680103,北海道岩見沢市栗沢町砺波
2039,0680126,北海道岩見沢市栗沢町西本町
2040,0683165,北海道岩見沢市栗沢町西万字
2041,0680123,北海道岩見沢市栗沢町東本町
2042,0680136,北海道岩見沢市栗沢町必成
2043,0680101,北海道岩見沢市栗沢町北斗
2044,0680127,北海道岩見沢市栗沢町本町
2045,0683154,北海道岩見沢市栗沢町万字曙町
2046,0683162,北海道岩見沢市栗沢町万字旭町
2047,0683151,北海道岩見沢市栗沢町万字大平
2048,0683155,北海道岩見沢市栗沢町万字寿町
2049,0683152,北海道岩見沢市栗沢町万字幸町
2050,0683158,北海道岩見沢市栗沢町万字巴町
2051,0683153,北海道岩見沢市栗沢町万字仲町
2052,0683164,北海道岩見沢市栗沢町万字錦町
2053,0683163,北海道岩見沢市栗沢町万字西原町
2054,0683156,北海道岩見沢市栗沢町万字英町
2055,0683159,北海道岩見沢市栗沢町万字二見町
2056,0683157,北海道岩見沢市栗沢町万字睦町
2057,0680132,北海道岩見沢市栗沢町南幸穂
2058,0680125,北海道岩見沢市栗沢町南本町
2059,0683161,北海道岩見沢市栗沢町宮村（２４８、３３９、７２
2060,0680113,北海道岩見沢市栗沢町宮村（その他）
2061,0683183,北海道岩見沢市栗沢町美流渡楓町
2062,0683172,北海道岩見沢市栗沢町美流渡栄町
2063,0683179,北海道岩見沢市栗沢町美流渡桜町
2064,0683177,北海道岩見沢市栗沢町美流渡末広町
2065,0683176,北海道岩見沢市栗沢町美流渡東栄町
2066,0683178,北海道岩見沢市栗沢町美流渡錦町
2067,0683175,北海道岩見沢市栗沢町美流渡西町
2068,0683180,北海道岩見沢市栗沢町美流渡東町
2069,0683171,北海道岩見沢市栗沢町美流渡本町
2070,0683182,北海道岩見沢市栗沢町美流渡緑町
2071,0683181,北海道岩見沢市栗沢町美流渡南町
2072,0683174,北海道岩見沢市栗沢町美流渡吉野町
2073,0683173,北海道岩見沢市栗沢町美流渡若葉町
2074,0680115,北海道岩見沢市栗沢町最上
2075,0680114,北海道岩見沢市栗沢町茂世丑
2076,0680111,北海道岩見沢市栗沢町由良
2077,0680834,北海道岩見沢市駒園
2078,0680821,北海道岩見沢市栄町
2079,0680058,北海道岩見沢市桜木一条
2080,0680833,北海道岩見沢市志文町
2081,0680841,北海道岩見沢市志文本町一条
2082,0680842,北海道岩見沢市志文本町二条
2083,0680843,北海道岩見沢市志文本町三条
2084,0680844,北海道岩見沢市志文本町四条
2085,0680845,北海道岩見沢市志文本町五条
2086,0683186,北海道岩見沢市清水町
2087,0680846,北海道岩見沢市下志文町
2088,0690376,北海道岩見沢市中幌向町
2089,0680818,北海道岩見沢市並木町
2090,0683187,北海道岩見沢市奈良町
2091,0680048,北海道岩見沢市西川町
2092,0680828,北海道岩見沢市鳩が丘
2093,0680015,北海道岩見沢市東町
2094,0680013,北海道岩見沢市東町一条
2095,0680014,北海道岩見沢市東町二条
2096,0680820,北海道岩見沢市東山
2097,0680826,北海道岩見沢市東山町
2098,0680823,北海道岩見沢市日の出南
2099,0680824,北海道岩見沢市日の出北
2100,0680822,北海道岩見沢市日の出台
2101,0680825,北海道岩見沢市日の出町
2102,0680831,北海道岩見沢市ふじ町一条
2103,0680832,北海道岩見沢市ふじ町二条
2104,0690366,北海道岩見沢市双葉町
2105,0680837,北海道岩見沢市宝水町
2106,0690381,北海道岩見沢市幌向北一条
2107,0690382,北海道岩見沢市幌向北二条
2108,0690371,北海道岩見沢市幌向南一条
2109,0690372,北海道岩見沢市幌向南二条
2110,0690373,北海道岩見沢市幌向南三条
2111,0690374,北海道岩見沢市幌向南四条
2112,0690375,北海道岩見沢市幌向南五条
2113,0690383,北海道岩見沢市幌向町
2114,0680811,北海道岩見沢市美園一条
2115,0680812,北海道岩見沢市美園二条
2116,0680813,北海道岩見沢市美園三条
2117,0680814,北海道岩見沢市美園四条
2118,0680815,北海道岩見沢市美園五条
2119,0680816,北海道岩見沢市美園六条
2120,0680817,北海道岩見沢市美園七条
2121,0680835,北海道岩見沢市緑が丘
2122,0680046,北海道岩見沢市緑町
2123,0680810,北海道岩見沢市南町
2124,0680801,北海道岩見沢市南町一条
2125,0680802,北海道岩見沢市南町二条
2126,0680803,北海道岩見沢市南町三条
2127,0680804,北海道岩見沢市南町四条
2128,0680805,北海道岩見沢市南町五条
2129,0680806,北海道岩見沢市南町六条
2130,0680807,北海道岩見沢市南町七条
2131,0680808,北海道岩見沢市南町八条
2132,0680809,北海道岩見沢市南町九条
2133,0790182,北海道岩見沢市峰延町
2134,0680016,北海道岩見沢市稔町
2135,0683188,北海道岩見沢市毛陽町
2136,0680054,北海道岩見沢市元町一条東
2137,0680051,北海道岩見沢市元町一条西
2138,0680055,北海道岩見沢市元町二条東
2139,0680052,北海道岩見沢市元町二条西
2140,0680056,北海道岩見沢市元町三条東
2141,0680851,北海道岩見沢市大和一条
2142,0680852,北海道岩見沢市大和二条
2143,0680853,北海道岩見沢市大和三条
2144,0680854,北海道岩見沢市大和四条
2145,0680855,北海道岩見沢市大和町
2146,0680830,北海道岩見沢市若駒
2147,0680047,北海道岩見沢市若松町
2148,0680001,北海道岩見沢市一条東
2149,0680021,北海道岩見沢市一条西
2150,0680002,北海道岩見沢市二条東
2151,0680022,北海道岩見沢市二条西
2152,0680003,北海道岩見沢市三条東
2153,0680023,北海道岩見沢市三条西
2154,0680004,北海道岩見沢市四条東
2155,0680024,北海道岩見沢市四条西
2156,0680005,北海道岩見沢市五条東
2157,0680025,北海道岩見沢市五条西
2158,0680006,北海道岩見沢市六条東
2159,0680026,北海道岩見沢市六条西
2160,0680007,北海道岩見沢市七条東
2161,0680027,北海道岩見沢市七条西
2162,0680008,北海道岩見沢市八条東
2163,0680028,北海道岩見沢市八条西
2164,0680009,北海道岩見沢市九条東
2165,0680029,北海道岩見沢市九条西
2166,0680010,北海道岩見沢市十条東
2167,0680030,北海道岩見沢市十条西
2168,0680011,北海道岩見沢市十一条東
2169,0680031,北海道岩見沢市十一条西
2170,0680012,北海道岩見沢市十二条東
2171,0680032,北海道岩見沢市十二条西
2172,0680033,北海道岩見沢市十三条西
2173,0930000,北海道網走市以下に掲載がない場合
2174,0993115,北海道網走市稲富
2175,0930135,北海道網走市卯原内
2176,0993502,北海道網走市浦士別
2177,0930045,北海道網走市大曲
2178,0993501,北海道網走市音根内
2179,0930083,北海道網走市海岸町
2180,0930133,北海道網走市嘉多山
2181,0930041,北海道網走市桂町
2182,0993112,北海道網走市北浜
2183,0930051,北海道網走市北一条東
2184,0930071,北海道網走市北一条西
2185,0930052,北海道網走市北二条東
2186,0930072,北海道網走市北二条西
2187,0930053,北海道網走市北三条東
2188,0930073,北海道網走市北三条西
2189,0930054,北海道網走市北四条東
2190,0930074,北海道網走市北四条西
2191,0930055,北海道網走市北五条東
2192,0930075,北海道網走市北五条西
2193,0930056,北海道網走市北六条東
2194,0930076,北海道網走市北六条西
2195,0930057,北海道網走市北七条東
2196,0930077,北海道網走市北七条西
2197,0930058,北海道網走市北八条東
2198,0930078,北海道網走市北八条西
2199,0930059,北海道網走市北九条東
2200,0930079,北海道網走市北九条西
2201,0930060,北海道網走市北十条東
2202,0930080,北海道網走市北十条西
2203,0930061,北海道網走市北十一条東
2204,0930081,北海道網走市北十一条西
2205,0930062,北海道網走市北十二条東
2206,0930082,北海道網走市北十二条西
2207,0993504,北海道網走市清浦
2208,0930084,北海道網走市向陽ケ丘
2209,0930134,北海道網走市越歳
2210,0930035,北海道網走市駒場南
2211,0930033,北海道網走市駒場北
2212,0993503,北海道網走市栄
2213,0930088,北海道網走市三眺
2214,0930042,北海道網走市潮見
2215,0993117,北海道網走市昭和
2216,0930046,北海道網走市新町
2217,0930031,北海道網走市台町
2218,0930034,北海道網走市つくしケ丘
2219,0930044,北海道網走市天都山
2220,0993118,北海道網走市豊郷
2221,0992424,北海道網走市中園
2222,0930043,北海道網走市錦町
2223,0930241,北海道網走市能取
2224,0930131,北海道網走市能取港町
2225,0992423,北海道網走市東網走
2226,0930086,北海道網走市二ツ岩
2227,0930132,北海道網走市二見ケ岡
2228,0930090,北海道網走市文化
2229,0930136,北海道網走市平和
2230,0993119,北海道網走市鱒浦
2231,0993114,北海道網走市丸万
2232,0930087,北海道網走市美岬
2233,0993113,北海道網走市実豊
2234,0930089,北海道網走市緑町
2235,0930032,北海道網走市港町
2236,0930001,北海道網走市南一条東
2237,0930011,北海道網走市南一条西
2238,0930002,北海道網走市南二条東
2239,0930012,北海道網走市南二条西
2240,0930003,北海道網走市南三条東
2241,0930013,北海道網走市南三条西
2242,0930004,北海道網走市南四条東
2243,0930014,北海道網走市南四条西
2244,0930005,北海道網走市南五条東
2245,0930015,北海道網走市南五条西
2246,0930006,北海道網走市南六条東
2247,0930016,北海道網走市南六条西
2248,0930007,北海道網走市南七条東
2249,0930017,北海道網走市南七条西
2250,0930008,北海道網走市南八条東
2251,0930018,北海道網走市南八条西
2252,0930009,北海道網走市南九条東
2253,0930019,北海道網走市南九条西
2254,0930010,北海道網走市南十条東
2255,0930020,北海道網走市南十条西
2256,0930021,北海道網走市南十一条西
2257,0930022,北海道網走市南十二条西
2258,0930023,北海道網走市南十三条西
2259,0930024,北海道網走市南十四条西
2260,0930085,北海道網走市明治
2261,0993111,北海道網走市藻琴
2262,0992422,北海道網走市八坂
2263,0993116,北海道網走市山里
2264,0992421,北海道網走市呼人
2265,0770000,北海道留萌市以下に掲載がない場合
2266,0770041,北海道留萌市明元町
2267,0770043,北海道留萌市旭町
2268,0770023,北海道留萌市五十嵐町
2269,0770026,北海道留萌市泉町
2270,0770048,北海道留萌市大町
2271,0770012,北海道留萌市大和田
2272,0770037,北海道留萌市沖見町
2273,0770042,北海道留萌市開運町
2274,0770003,北海道留萌市春日町
2275,0770038,北海道留萌市寿町
2276,0770031,北海道留萌市幸町
2277,0770007,北海道留萌市栄町
2278,0770001,北海道留萌市三泊町
2279,0770002,北海道留萌市塩見町
2280,0770011,北海道留萌市東雲町
2281,0770006,北海道留萌市末広町
2282,0770027,北海道留萌市住之江町
2283,0770047,北海道留萌市瀬越町
2284,0770021,北海道留萌市高砂町
2285,0783167,北海道留萌市樽真布町
2286,0770024,北海道留萌市千鳥町
2287,0770013,北海道留萌市潮静
2288,0783166,北海道留萌市中幌町
2289,0770044,北海道留萌市錦町
2290,0770025,北海道留萌市野本町
2291,0770028,北海道留萌市花園町
2292,0770036,北海道留萌市浜中町
2293,0783162,北海道留萌市東幌町
2294,0783165,北海道留萌市藤山町
2295,0770005,北海道留萌市船場町
2296,0770034,北海道留萌市平和台
2297,0770022,北海道留萌市堀川町
2298,0783168,北海道留萌市幌糠町
2299,0770045,北海道留萌市本町
2300,0770015,北海道留萌市緑ケ丘町
2301,0770046,北海道留萌市港町
2302,0783163,北海道留萌市南幌町
2303,0770014,北海道留萌市南町
2304,0770033,北海道留萌市見晴町
2305,0770032,北海道留萌市宮園町
2306,0770016,北海道留萌市元川町
2307,0770004,北海道留萌市元町
2308,0783161,北海道留萌市留萌村（峠下）
2309,0783164,北海道留萌市留萌村（幌糠）
2310,0770013,北海道留萌市留萌原野（１〜１２線）
2311,0783165,北海道留萌市留萌原野（その他）
2312,0770035,北海道留萌市礼受町
2313,0530000,北海道苫小牧市以下に掲載がない場合
2314,0530807,北海道苫小牧市青葉町
2315,0530054,北海道苫小牧市明野新町
2316,0530051,北海道苫小牧市明野元町
2317,0591366,北海道苫小牧市あけぼの町（１、２丁目）
2318,0530056,北海道苫小牧市あけぼの町（３〜５丁目）
2319,0530018,北海道苫小牧市旭町
2320,0530812,北海道苫小牧市有明町
2321,0530047,北海道苫小牧市泉町
2322,0591375,北海道苫小牧市一本松町（１〜５番地）
2323,0530001,北海道苫小牧市一本松町（６〜１５番地）
2324,0530814,北海道苫小牧市糸井
2325,0530003,北海道苫小牧市入船町
2326,0591365,北海道苫小牧市植苗
2327,0530842,北海道苫小牧市有珠の沢町
2328,0591306,北海道苫小牧市ウトナイ北
2329,0591307,北海道苫小牧市ウトナイ南
2330,0530815,北海道苫小牧市永福町
2331,0530027,北海道苫小牧市王子町
2332,0530024,北海道苫小牧市大町
2333,0530044,北海道苫小牧市音羽町
2334,0530022,北海道苫小牧市表町
2335,0530823,北海道苫小牧市柏木町
2336,0591362,北海道苫小牧市柏原
2337,0530031,北海道苫小牧市春日町
2338,0530822,北海道苫小牧市川沿町
2339,0530033,北海道苫小牧市木場町
2340,0591266,北海道苫小牧市錦西町
2341,0530854,北海道苫小牧市啓北町
2342,0530813,北海道苫小牧市小糸井町
2343,0530811,北海道苫小牧市光洋町
2344,0530016,北海道苫小牧市寿町
2345,0530026,北海道苫小牧市幸町
2346,0530017,北海道苫小牧市栄町
2347,0530832,北海道苫小牧市桜木町
2348,0530843,北海道苫小牧市桜坂町
2349,0530042,北海道苫小牧市三光町
2350,0530012,北海道苫小牧市汐見町
2351,0591363,北海道苫小牧市静川
2352,0530034,北海道苫小牧市清水町
2353,0530821,北海道苫小牧市しらかば町
2354,0530801,北海道苫小牧市白金町
2355,0530052,北海道苫小牧市新開町
2356,0530805,北海道苫小牧市新富町
2357,0530006,北海道苫小牧市新中野町
2358,0530055,北海道苫小牧市新明町
2359,0530011,北海道苫小牧市末広町
2360,0591271,北海道苫小牧市澄川町
2361,0530046,北海道苫小牧市住吉町
2362,0591263,北海道苫小牧市青雲町
2363,0530806,北海道苫小牧市大成町
2364,0530035,北海道苫小牧市高丘
2365,0530013,北海道苫小牧市高砂町
2366,0591302,北海道苫小牧市拓勇西町
2367,0591303,北海道苫小牧市拓勇東町
2368,0591265,北海道苫小牧市樽前
2369,0591301,北海道苫小牧市東開町
2370,0591261,北海道苫小牧市ときわ町
2371,0530831,北海道苫小牧市豊川町
2372,0591275,北海道苫小牧市錦岡
2373,0530023,北海道苫小牧市錦町
2374,0530833,北海道苫小牧市日新町
2375,0591364,北海道苫小牧市沼ノ端
2376,0591305,北海道苫小牧市沼ノ端中央
2377,0591272,北海道苫小牧市のぞみ町
2378,0530853,北海道苫小牧市花園町
2379,0530014,北海道苫小牧市浜町
2380,0530845,北海道苫小牧市はまなす町（１丁目）
2381,0591276,北海道苫小牧市はまなす町（２丁目）
2382,0591374,北海道苫小牧市晴海町（１〜４２番地）
2383,0530002,北海道苫小牧市晴海町（４３番地）
2384,0530043,北海道苫小牧市日の出町
2385,0530816,北海道苫小牧市日吉町
2386,0530045,北海道苫小牧市双葉町
2387,0530007,北海道苫小牧市船見町
2388,0591371,北海道苫小牧市弁天
2389,0591304,北海道苫小牧市北栄町
2390,0591277,北海道苫小牧市北星町
2391,0530852,北海道苫小牧市北光町
2392,0530015,北海道苫小牧市本幸町
2393,0530025,北海道苫小牧市本町
2394,0591373,北海道苫小牧市真砂町
2395,0530841,北海道苫小牧市松風町
2396,0660271,北海道苫小牧市丸山
2397,0591361,北海道苫小牧市美沢
2398,0530041,北海道苫小牧市美園町
2399,0530032,北海道苫小牧市緑町
2400,0530004,北海道苫小牧市港町
2401,0591262,北海道苫小牧市美原町
2402,0530844,北海道苫小牧市宮の森町
2403,0591264,北海道苫小牧市宮前町
2404,0530855,北海道苫小牧市見山町
2405,0591273,北海道苫小牧市明徳町
2406,0591274,北海道苫小牧市もえぎ町
2407,0530005,北海道苫小牧市元中野町
2408,0530804,北海道苫小牧市元町
2409,0530803,北海道苫小牧市矢代町
2410,0530053,北海道苫小牧市柳町
2411,0530851,北海道苫小牧市山手町
2412,0530802,北海道苫小牧市弥生町
2413,0591372,北海道苫小牧市勇払
2414,0530021,北海道苫小牧市若草町
2415,0970000,北海道稚内市以下に掲載がない場合
2416,0970015,北海道稚内市朝日
2417,0970025,北海道稚内市恵比須
2418,0970023,北海道稚内市開運
2419,0986642,北海道稚内市声問（１〜５丁目）
2420,0986565,北海道稚内市声問村（曙）
2421,0986572,北海道稚内市声問村（開進）
2422,0986561,北海道稚内市声問村（樺岡）
2423,0986562,北海道稚内市声問村（上声問）
2424,0986574,北海道稚内市声問村（上豊別）
2425,0986564,北海道稚内市声問村（川西）
2426,0986576,北海道稚内市声問村（川南）
2427,0986645,北海道稚内市声問村（恵北）
2428,0986642,北海道稚内市声問村（声問）
2429,0984582,北海道稚内市声問村（更喜苫内）
2430,0986573,北海道稚内市声問村（下豊別）
2431,0986575,北海道稚内市声問村（天興）
2432,0986563,北海道稚内市声問村（沼川）
2433,0986571,北海道稚内市声問村（曲渕）
2434,0986643,北海道稚内市声問村（メクマ）
2435,0970003,北海道稚内市こまどり
2436,0970017,北海道稚内市栄
2437,0970002,北海道稚内市潮見
2438,0970014,北海道稚内市新光町
2439,0970007,北海道稚内市新末広
2440,0970006,北海道稚内市新港町
2441,0970001,北海道稚内市末広
2442,0986758,北海道稚内市宗谷岬
2443,0986754,北海道稚内市宗谷村（清浜）
2444,0986755,北海道稚内市宗谷村（宗谷）
2445,0986756,北海道稚内市宗谷村（富磯）
2446,0986751,北海道稚内市宗谷村（豊岩）
2447,0986385,北海道稚内市宗谷村（東浦）
2448,0986644,北海道稚内市宗谷村（増幌）
2449,0986757,北海道稚内市宗谷村（増幌浜）
2450,0986384,北海道稚内市宗谷村（峰岡）
2451,0970005,北海道稚内市大黒
2452,0970022,北海道稚内市中央
2453,0970012,北海道稚内市富岡
2454,0970037,北海道稚内市西浜
2455,0970026,北海道稚内市ノシャップ
2456,0970016,北海道稚内市萩見
2457,0984581,北海道稚内市抜海村（上勇知、下勇知、夕来、オネ
2458,0970036,北海道稚内市抜海村（クトネベツ）
2459,0970035,北海道稚内市抜海村（バッカイ）
2460,0970011,北海道稚内市はまなす
2461,0970027,北海道稚内市富士見
2462,0970024,北海道稚内市宝来
2463,0970004,北海道稚内市緑
2464,0970021,北海道稚内市港
2465,0970013,北海道稚内市若葉台
2466,0720000,北海道美唄市以下に掲載がない場合
2467,0720044,北海道美唄市一心町
2468,0720023,北海道美唄市大通西一条南
2469,0720021,北海道美唄市大通西一条北
2470,0720011,北海道美唄市大通東一条南
2471,0720001,北海道美唄市大通東一条北
2472,0720835,北海道美唄市落合町入初
2473,0720831,北海道美唄市落合町栄町
2474,0720834,北海道美唄市落合町住吉
2475,0720832,北海道美唄市落合町本町
2476,0720833,北海道美唄市落合町緑が丘
2477,0720047,北海道美唄市開発町親和
2478,0720045,北海道美唄市開発町南
2479,0720046,北海道美唄市開発町北
2480,0720051,北海道美唄市上美唄町
2481,0790177,北海道美唄市上美唄町（協和、南）
2482,0720053,北海道美唄市上美唄町中央
2483,0720054,北海道美唄市上美唄町沼の端
2484,0720052,北海道美唄市上美唄町東
2485,0720857,北海道美唄市我路町菊水
2486,0720855,北海道美唄市我路町公園通り
2487,0720856,北海道美唄市我路町新町
2488,0720851,北海道美唄市我路町一条
2489,0720852,北海道美唄市我路町二条
2490,0720853,北海道美唄市我路町三条
2491,0720854,北海道美唄市我路町四条
2492,0720009,北海道美唄市癸巳町
2493,0720008,北海道美唄市癸巳町奔美唄
2494,0790274,北海道美唄市北美唄町
2495,0720819,北海道美唄市共練町東
2496,0720819,北海道美唄市共練町西
2497,0790165,北海道美唄市光珠内上中の沢
2498,0790164,北海道美唄市光珠内下中の沢
2499,0790162,北海道美唄市光珠内北
2500,0790161,北海道美唄市光珠内拓北
2501,0790171,北海道美唄市光珠内中央
2502,0790166,北海道美唄市光珠内東山
2503,0682181,北海道美唄市光珠内町南（２７９４−１２番地）
2504,0790167,北海道美唄市光珠内町南（その他）
2505,0720042,北海道美唄市進徳町
2506,0720041,北海道美唄市進徳町東
2507,0720043,北海道美唄市進徳町西
2508,0790261,北海道美唄市茶志内町
2509,0790267,北海道美唄市茶志内町協和
2510,0790266,北海道美唄市茶志内町本町
2511,0720808,北海道美唄市東明町
2512,0720803,北海道美唄市東明一条
2513,0720804,北海道美唄市東明二条
2514,0720805,北海道美唄市東明三条
2515,0720806,北海道美唄市東明四条
2516,0720807,北海道美唄市東明五条
2517,0790176,北海道美唄市豊葦町
2518,0790272,北海道美唄市中村町中央
2519,0790271,北海道美唄市中村町南
2520,0790273,北海道美唄市中村町北
2521,0720057,北海道美唄市西美唄町大曲
2522,0720058,北海道美唄市西美唄町富樫
2523,0720055,北海道美唄市西美唄町元村
2524,0720059,北海道美唄市西美唄町元村美富
2525,0720056,北海道美唄市西美唄町山形
2526,0720024,北海道美唄市西一条南
2527,0720022,北海道美唄市西一条北
2528,0720025,北海道美唄市西二条南
2529,0720031,北海道美唄市西二条北
2530,0720026,北海道美唄市西三条南
2531,0720032,北海道美唄市西三条北
2532,0720027,北海道美唄市西四条南
2533,0720033,北海道美唄市西四条北
2534,0720028,北海道美唄市西五条南
2535,0720034,北海道美唄市西五条北
2536,0790262,北海道美唄市日東町栄町
2537,0790263,北海道美唄市日東町住吉
2538,0790265,北海道美唄市日東町富の郷
2539,0790264,北海道美唄市日東町本町
2540,0720037,北海道美唄市沼の内町北
2541,0720035,北海道美唄市沼の内町中央
2542,0720038,北海道美唄市沼の内町西
2543,0720036,北海道美唄市沼の内町南
2544,0720844,北海道美唄市盤の沢町桜が丘
2545,0720843,北海道美唄市盤の沢町高台
2546,0720841,北海道美唄市盤の沢町滝の上
2547,0720842,北海道美唄市盤の沢町本町
2548,0720012,北海道美唄市東一条南
2549,0720002,北海道美唄市東一条北
2550,0720013,北海道美唄市東二条南
2551,0720003,北海道美唄市東二条北
2552,0720014,北海道美唄市東三条南
2553,0720004,北海道美唄市東三条北
2554,0720015,北海道美唄市東四条南
2555,0720005,北海道美唄市東四条北
