"都道府県コード","都道府県名","都道府県名カナ","都道府県名ローマ字","市区町村コード","市区町村名","市区町村名カナ","市区町村名ローマ字","大字町丁目名","大字町丁目名カナ","大字町丁目名ローマ字","小字・通称名","緯度","経度"
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","嘉数一丁目","カカズ 1","KAKAZU 1",,26.259588,127.735739
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","嘉数四丁目","カカズ 4","KAKAZU 4",,26.261969,127.732289
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","大謝名一丁目","オオジャナ 1","OJANA 1",,26.267897,127.736768
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","真志喜一丁目","マシキ 1","MASHIKI 1",,26.271206,127.740709
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","大謝名四丁目","オオジャナ 4","OJANA 4",,26.264688,127.735089
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","大謝名三丁目","オオジャナ 3","OJANA 3",,26.26359,127.737889
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","大謝名二丁目","オオジャナ 2","OJANA 2",,26.265723,127.739821
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","真栄原二丁目","マエハラ 2","MAEHARA 2",,26.2608,127.740693
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字真栄原",,,,26.260573,127.744858
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字宜野湾",,,,26.270245,127.754067
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字大山",,,,26.276834,127.751391
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字上原",,,,26.278494,127.773272
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字新城",,,,26.282059,127.771851
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字喜友名",,,,26.290147,127.762852
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字伊佐",,,,26.289317,127.758753
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字安仁屋",,,,26.293656,127.76768
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字普天間",,,,26.294537,127.773764
"47","沖縄県","オキナワケン","OKINAWA KEN","47205","宜野湾市","ギノワンシ","GINOWAN SHI","字中原",,,,26.278459,127.765768
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","南ぬ浜町","パイヌハマチョウ","PAINUHAMACHO",,24.330858,124.14501
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","美崎町","ミサキチョウ","MISAKICHO",,24.339368,124.155463
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字白保",,,,24.399176,124.235469
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字大浜",,,,24.38738,124.209288
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字平得",,,,24.381549,124.186131
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字真栄里",,,,24.383537,124.198054
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字登野城",,,,24.378062,124.178186
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字桃里",,,,24.449676,124.245393
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字新川",,,,24.364752,124.128604
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字野底",,,,24.494591,124.239561
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字崎枝",,,,24.435726,124.10009
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字宮良",,,,24.394323,124.222372
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字名蔵",,,,24.407606,124.156114
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字川平",,,,24.455191,124.128743
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字伊原間",,,,24.513841,124.285419
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字平久保",,,,24.578763,124.319535
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","八島町一丁目","ヤシマチョウ 1","YASHIMACHO 1",,24.335069,124.158257
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","八島町二丁目","ヤシマチョウ 2","YASHIMACHO 2",,24.332426,124.16571
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字盛山",,,,24.389859,124.240754
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字大川",,,,24.361795,124.166988
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","浜崎町一丁目","ハマサキチョウ 1","HAMASAKICHO 1",,24.33937,124.152078
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字石垣",,,,24.367947,124.152835
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","字桴海",,,,24.460844,124.228926
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","新栄町","シンエイチョウ","SHINEICHO",,24.346218,124.148903
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","浜崎町三丁目","ハマサキチョウ 3","HAMASAKICHO 3",,24.339462,124.147876
"47","沖縄県","オキナワケン","OKINAWA KEN","47207","石垣市","イシガキシ","ISHIGAKI SHI","浜崎町二丁目","ハマサキチョウ 2","HAMASAKICHO 2",,24.341396,124.149745
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西洲三丁目","イリジマ 3","IRIJIMA 3",,26.260212,127.695944
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西原三丁目","ニシハラ 3","NISHIHARA 3",,26.254216,127.746972
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西原四丁目","ニシハラ 4","NISHIHARA 4",,26.249041,127.747439
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西原二丁目","ニシハラ 2","NISHIHARA 2",,26.254173,127.744567
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西洲二丁目","イリジマ 2","IRIJIMA 2",,26.25241,127.687366
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","当山二丁目","トウヤマ 2","TOYAMA 2",,26.251305,127.735033
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","当山一丁目","トウヤマ 1","TOYAMA 1",,26.252494,127.729871
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","仲間二丁目","ナカマ 2","NAKAMA 2",,26.249871,127.728313
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","城間二丁目","グスクマ 2","GUSUKUMA 2",,26.25337,127.712384
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","仲間一丁目","ナカマ 1","NAKAMA 1",,26.250949,127.722562
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","伊祖四丁目","イソ 4","ISO 4",,26.254867,127.7225
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","伊祖一丁目","イソ 1","ISO 1",,26.251832,127.717848
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","伊祖二丁目","イソ 2","ISO 2",,26.253716,127.716324
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","城間一丁目","グスクマ 1","GUSUKUMA 1",,26.255545,127.708864
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","屋富祖四丁目","ヤフソ 4","YAFUSO 4",,26.254045,127.707631
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","屋富祖三丁目","ヤフソ 3","YAFUSO 3",,26.252596,127.70657
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字屋富祖",,,,26.256405,127.700167
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字宮城",,,,26.253529,127.698943
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字仲西",,,,26.251113,127.695914
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西原一丁目","ニシハラ 1","NISHIHARA 1",,26.253107,127.741797
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","沢岻一丁目","タクシ 1","TAKUSHI 1",,26.236192,127.712397
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","経塚一丁目","キョウヅカ 1","KYOZUKA 1",,26.241877,127.723106
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西原五丁目","ニシハラ 5","NISHIHARA 5",,26.248242,127.743246
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","当山三丁目","トウヤマ 3","TOYAMA 3",,26.247699,127.735272
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","前田四丁目","マエダ 4","MAEDA 4",,26.236685,127.735398
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","前田二丁目","マエダ 2","MAEDA 2",,26.242975,127.738447
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","前田一丁目","マエダ 1","MAEDA 1",,26.24116,127.736435
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西洲一丁目","イリジマ 1","IRIJIMA 1",,26.246219,127.686432
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","西原六丁目","ニシハラ 6","NISHIHARA 6",,26.246194,127.746522
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","前田三丁目","マエダ 3","MAEDA 3",,26.243834,127.740996
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字仲間",,,,26.243754,127.729287
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字前田",,,,26.239714,127.730903
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字経塚",,,,26.237598,127.722674
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","安波茶三丁目","アハチャ 3","AHACHA 3",,26.244151,127.721722
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","仲間三丁目","ナカマ 3","NAKAMA 3",,26.244136,127.727651
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","安波茶二丁目","アハチャ 2","AHACHA 2",,26.247564,127.723073
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","安波茶一丁目","アハチャ 1","AHACHA 1",,26.24636,127.718873
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","屋富祖一丁目","ヤフソ 1","YAFUSO 1",,26.250859,127.71264
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","屋富祖二丁目","ヤフソ 2","YAFUSO 2",,26.250636,127.709029
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","宮城一丁目","ミヤギ 1","MIYAGI 1",,26.250652,127.704346
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","宮城三丁目","ミヤギ 3","MIYAGI 3",,26.246453,127.70447
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","大平三丁目","オオヒラ 3","OHIRA 3",,26.244912,127.71506
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字大平",,,,26.243551,127.712779
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","大平一丁目","オオヒラ 1","OHIRA 1",,26.248639,127.713305
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","宮城二丁目","ミヤギ 2","MIYAGI 2",,26.248294,127.705886
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","宮城四丁目","ミヤギ 4","MIYAGI 4",,26.244664,127.704187
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","仲西二丁目","ナカニシ 2","NAKANISHI 2",,26.246514,127.699985
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","仲西一丁目","ナカニシ 1","NAKANISHI 1",,26.24779,127.699034
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字小湾",,,,26.248901,127.692552
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","伊奈武瀬一丁目","イナンセ 1","INANSE 1",,26.248315,127.671968
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","仲西三丁目","ナカニシ 3","NAKANISHI 3",,26.2446,127.699059
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","沢岻二丁目","タクシ 2","TAKUSHI 2",,26.235556,127.708609
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","大平二丁目","オオヒラ 2","OHIRA 2",,26.243693,127.7099
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字沢岻",,,,26.23905,127.714197
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","宮城六丁目","ミヤギ 6","MIYAGI 6",,26.24385,127.70785
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","内間二丁目","ウチマ 2","UCHIMA 2",,26.235822,127.705764
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","内間一丁目","ウチマ 1","UCHIMA 1",,26.239623,127.707329
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","内間三丁目","ウチマ 3","UCHIMA 3",,26.237442,127.700826
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","宮城五丁目","ミヤギ 5","MIYAGI 5",,26.243215,127.703282
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","内間四丁目","ウチマ 4","UCHIMA 4",,26.240135,127.703665
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","勢理客一丁目","ジッチャク 1","JITCHAKU 1",,26.241592,127.697881
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","勢理客四丁目","ジッチャク 4","JITCHAKU 4",,26.244344,127.689794
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","勢理客二丁目","ジッチャク 2","JITCHAKU 2",,26.243276,127.695499
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","内間五丁目","ウチマ 5","UCHIMA 5",,26.239902,127.699131
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","勢理客三丁目","ジッチャク 3","JITCHAKU 3",,26.241259,127.692398
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","港川一丁目","ミナトガワ 1","MINATOGAWA 1",,26.260924,127.719297
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字牧港",,,,26.267441,127.715947
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","牧港一丁目","マキミナト 1","MAKIMINATO 1",,26.263792,127.721392
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","牧港五丁目","マキミナト 5","MAKIMINATO 5",,26.270612,127.717664
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","牧港四丁目","マキミナト 4","MAKIMINATO 4",,26.264264,127.728573
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","牧港二丁目","マキミナト 2","MAKIMINATO 2",,26.262282,127.725418
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","牧港三丁目","マキミナト 3","MAKIMINATO 3",,26.258285,127.729917
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","城間三丁目","グスクマ 3","GUSUKUMA 3",,26.257097,127.711764
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","伊祖五丁目","イソ 5","ISO 5",,26.257425,127.7262
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","伊祖三丁目","イソ 3","ISO 3",,26.257468,127.720941
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","港川二丁目","ミナトガワ 2","MINATOGAWA 2",,26.264191,127.716188
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字港川",,,,26.269027,127.711922
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","城間四丁目","グスクマ 4","GUSUKUMA 4",,26.258972,127.714397
"47","沖縄県","オキナワケン","OKINAWA KEN","47208","浦添市","ウラソエシ","URASOE SHI","字城間",,,,26.26212,127.706165
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","宇茂佐の森五丁目","ウムサノモリ 5","UMUSANOMORI 5",,26.603581,127.962329
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","宇茂佐の森四丁目","ウムサノモリ 4","UMUSANOMORI 4",,26.602057,127.961358
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","宇茂佐の森三丁目","ウムサノモリ 3","UMUSANOMORI 3",,26.600669,127.95643
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","宇茂佐の森二丁目","ウムサノモリ 2","UMUSANOMORI 2",,26.599042,127.961925
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","宇茂佐の森一丁目","ウムサノモリ 1","UMUSANOMORI 1",,26.599464,127.965258
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字嘉陽",,,,26.555861,128.113087
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字天仁屋",,,,26.577972,128.117936
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字久志",,,,26.522811,127.997811
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字許田",,,,26.540748,127.979509
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字数久田",,,,26.556203,127.987429
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字世冨慶",,,,26.566739,128.003534
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字名護",,,,26.58568,128.010169
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字三原",,,,26.569704,128.085969
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字源河",,,,26.613891,128.076819
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字田井等",,,,26.600531,128.023649
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字大川",,,,26.579326,128.042264
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字汀間",,,,26.568599,128.063652
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字瀬嵩",,,,26.568281,128.05689
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字呉我",,,,26.634502,127.998262
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字我部",,,,26.661094,128.000603
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","城三丁目","グスク 3","GUSUKU 3",,26.587433,127.981774
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","城二丁目","グスク 2","GUSUKU 2",,26.587564,127.984232
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","大北三丁目","オオキタ 3","OKITA 3",,26.604597,127.995911
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","大北二丁目","オオキタ 2","OKITA 2",,26.601178,127.998515
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字我部祖河",,,,26.626295,127.999117
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字古我知",,,,26.62618,127.983267
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","東江二丁目","アガリエ 2","AGARIE 2",,26.586579,127.990737
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","東江一丁目","アガリエ 1","AGARIE 1",,26.585814,127.98688
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字伊差川",,,,26.605593,128.005374
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字運天原",,,,26.670432,128.00131
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字済井出",,,,26.66942,128.015092
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字大浦",,,,26.562912,128.040626
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字安部",,,,26.54546,128.087198
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字豊原",,,,26.526122,128.017287
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字辺野古",,,,26.534958,128.027871
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字二見",,,,26.556215,128.02555
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","東江四丁目","アガリエ 4","AGARIE 4",,26.58292,127.98557
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","東江五丁目","アガリエ 5","AGARIE 5",,26.580619,127.984374
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","東江三丁目","アガリエ 3","AGARIE 3",,26.582091,127.987511
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字幸喜",,,,26.532351,127.959187
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字喜瀬",,,,26.527142,127.943567
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字川上",,,,26.618202,128.022232
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字仲尾",,,,26.626641,128.011316
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字振慶名",,,,26.608642,128.013352
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字饒平名",,,,26.659492,128.016595
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字屋我",,,,26.651748,128.03104
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字稲嶺",,,,26.626873,128.048158
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字親川",,,,26.609492,128.024212
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字真喜屋",,,,26.61592,128.047895
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","字仲尾次",,,,26.609425,128.038782
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","宮里四丁目","ミヤザト 4","MIYAZATO 4",,26.599199,127.968752
"47","沖縄県","オキナワケン","OKINAWA KEN","47209","名護市","ナゴシ","NAGO SHI","大中四丁目","オオナカ 4","ONAKA 4",,26.597126,127.989078
