,郵便番号,full_name,緯度,経度
390,9060301,沖縄県宮古島市下地川満,24.744713,125.280446
391,9060306,沖縄県宮古島市下地来間,24.744713,125.280446
392,9060303,沖縄県宮古島市下地洲鎌,24.744713,125.280446
393,9060305,沖縄県宮古島市下地与那覇,24.744713,125.280446
394,9060421,沖縄県宮古島市平良池間,24.842422,125.30218
395,9060004,沖縄県宮古島市平良大浦,24.842422,125.30218
396,9060001,沖縄県宮古島市平良大神,24.842422,125.30218
397,9060002,沖縄県宮古島市平良狩俣,24.842422,125.30218
398,9060015,沖縄県宮古島市平良久貝,24.842422,125.30218
399,9060003,沖縄県宮古島市平良島尻,24.842422,125.30218
400,9060013,沖縄県宮古島市平良下里,24.842422,125.30218
401,9060008,沖縄県宮古島市平良荷川取,24.842422,125.30218
402,9060012,沖縄県宮古島市平良西里,24.842422,125.30218
403,9060006,沖縄県宮古島市平良西仲宗根,24.842422,125.30218
404,9060005,沖縄県宮古島市平良西原,24.842422,125.30218
405,9060007,沖縄県宮古島市平良東仲宗根,24.842422,125.30218
406,9060011,沖縄県宮古島市平良東仲宗根添,24.842422,125.30218
407,9060422,沖縄県宮古島市平良前里,24.842422,125.30218
408,9060014,沖縄県宮古島市平良松原,24.842422,125.30218
409,9011400,沖縄県南城市以下に掲載がない場合,26.160656,127.791972
410,9011204,沖縄県南城市大里稲嶺,26.193869,127.755639
411,9011202,沖縄県南城市大里大里,26.193869,127.755639
412,9011203,沖縄県南城市大里大城,26.193869,127.755639
413,9011208,沖縄県南城市大里平良,26.193869,127.755639
414,9011205,沖縄県南城市大里高平,26.193869,127.755639
415,9011206,沖縄県南城市大里仲間,26.193869,127.755639
416,9011207,沖縄県南城市大里古堅,26.193869,127.755639
417,9011201,沖縄県南城市大里嶺井,26.193869,127.755639
418,9011401,沖縄県南城市佐敷伊原,26.174838,127.794127
419,9011413,沖縄県南城市佐敷小谷,26.174838,127.794127
420,9011411,沖縄県南城市佐敷兼久,26.174838,127.794127
421,9011403,沖縄県南城市佐敷佐敷,26.174838,127.794127
422,9011415,沖縄県南城市佐敷新開,26.174838,127.794127
423,9011412,沖縄県南城市佐敷新里,26.174838,127.794127
424,9011414,沖縄県南城市佐敷津波古,26.174838,127.794127
425,9011402,沖縄県南城市佐敷手登根,26.174838,127.794127
426,9011405,沖縄県南城市佐敷仲伊保,26.174838,127.794127
427,9011404,沖縄県南城市佐敷冨祖崎,26.174838,127.794127
428,9011406,沖縄県南城市佐敷屋比久,26.174838,127.794127
429,9010617,沖縄県南城市玉城愛地,26.14009,127.762124
430,9010606,沖縄県南城市玉城糸数,26.14009,127.762124
431,9010614,沖縄県南城市玉城奥武,26.14009,127.762124
432,9010608,沖縄県南城市玉城親慶原,26.14009,127.762124
433,9010601,沖縄県南城市玉城垣花,26.14009,127.762124
434,9010607,沖縄県南城市玉城喜良原,26.14009,127.762124
435,9010613,沖縄県南城市玉城志堅原,26.14009,127.762124
436,9010604,沖縄県南城市玉城玉城,26.14009,127.762124
437,9010612,沖縄県南城市玉城當山,26.14009,127.762124
438,9010605,沖縄県南城市玉城中山,26.14009,127.762124
439,9010602,沖縄県南城市玉城仲村渠,26.14009,127.762124
440,9010603,沖縄県南城市玉城百名,26.14009,127.762124
441,9010611,沖縄県南城市玉城富里,26.14009,127.762124
442,9010618,沖縄県南城市玉城船越,26.14009,127.762124
443,9010615,沖縄県南城市玉城堀川,26.14009,127.762124
444,9010616,沖縄県南城市玉城前川,26.14009,127.762124
445,9010619,沖縄県南城市玉城屋嘉部,26.14009,127.762124
446,9011502,沖縄県南城市知念安座真,26.145407,127.809305
447,9011504,沖縄県南城市知念海野,26.145407,127.809305
448,9011514,沖縄県南城市知念具志堅,26.145407,127.809305
449,9011501,沖縄県南城市知念久高,26.145407,127.809305
450,9011511,沖縄県南城市知念久手堅,26.145407,127.809305
451,9011505,沖縄県南城市知念久原,26.145407,127.809305
452,9011516,沖縄県南城市知念志喜屋,26.145407,127.809305
453,9011503,沖縄県南城市知念知名,26.145407,127.809305
454,9011513,沖縄県南城市知念知念,26.145407,127.809305
455,9011515,沖縄県南城市知念山里,26.145407,127.809305
456,9011512,沖縄県南城市知念吉富,26.145407,127.809305
457,9011407,沖縄県南城市つきしろ,26.160656,127.791972
458,9051400,沖縄県国頭郡国頭村以下に掲載がない場合,26.709047,128.264275
